1.258434781438674719e+02,2.786328633228311036e-01
1.091473148333913059e+02,5.185306731205409081e-01
1.133197589613389482e+02,5.405611652649449095e-01
1.740361059865176685e+02,1.364815601062450701e-01
1.041533763203486558e+02,3.885830682782182022e-01
1.258901989635535301e+02,2.784647533530310026e-01
1.440818453167417772e+02,6.509809294570851890e-01
1.402684980880776493e+02,2.309851400007193745e-01
1.665452413552343103e+02,1.562598934444002774e-01
2.220474678070154368e+02,8.528086881966688848e-01
1.155597008498765064e+02,5.509451041878602462e-01
1.642606929297487568e+02,1.623938715119896681e-01
1.534227082061883323e+02,6.781124088998718991e-01
1.416489418450333346e+02,2.267617388185331484e-01
1.201285992326736078e+02,3.002250453952187148e-01
1.123123851754743470e+02,3.347898048817580241e-01
1.462063945461096921e+02,6.572885713668759067e-01
1.032249438120491476e+02,4.714112704321213876e-01
1.276972093750958805e+02,2.720497149714716234e-01
1.023389253325287171e+02,4.574610096637260481e-01
1.518694589446826342e+02,1.967030012311655196e-01
2.142494944842196958e+02,8.341496061957800467e-01
1.160580672296210025e+02,5.531570629753564949e-01
1.037512030172144080e+02,4.776154525935417672e-01
1.091849366311137288e+02,3.516531397177692364e-01
1.747685721110477743e+02,1.345725837893009258e-01
1.620250323009564681e+02,7.019559335679784740e-01
1.121137208875336455e+02,5.346152350970544420e-01
1.663986688348029759e+02,7.137523405717605129e-01
1.734373234407981954e+02,7.323590129726295084e-01
1.659783843960846355e+02,1.577771034997041133e-01
1.365406403267836879e+02,6.277726675262780276e-01
1.716843482897948263e+02,1.426394706753976449e-01
1.430949296389611334e+02,6.480195621781605908e-01
1.022122488918277270e+02,4.546807696106118790e-01
1.034681615979700666e+02,4.743969179039688733e-01
1.368796529675700242e+02,6.288474678119675421e-01
1.444140927374522221e+02,6.519733055412895162e-01
1.175838787860572126e+02,3.106635875564510707e-01
1.846532242990125212e+02,1.091831470081398719e-01
1.676286310541334785e+02,7.170355572998121652e-01
1.813909843374963202e+02,7.529138610310796009e-01
1.466827979204374515e+02,2.117132829986366760e-01
1.182191361955544693e+02,5.624053964598728639e-01
1.060161914530816603e+02,3.725394176353594711e-01
1.238900325849845530e+02,2.857723899752532271e-01
1.315376259176919973e+02,2.589150028680837767e-01
1.160704521018440829e+02,3.171926186309445006e-01
2.341716666185006375e+02,8.814822112085544115e-01
1.276135311246201240e+02,2.723431826250892751e-01
1.045111114350496990e+02,3.851259336496769548e-01
1.824760225342406841e+02,1.147199573044930254e-01
1.263064881875431240e+02,5.934322156760113431e-01
1.242813199247235900e+02,2.843243102248675935e-01
1.590746088053725487e+02,6.938813888526796925e-01
1.194365220841755644e+02,5.674001667159092044e-01
1.017978047455048909e+02,4.360828436718056089e-01
1.496738627135649438e+02,6.674022657558896787e-01
2.325363898851755096e+02,8.776364207226955427e-01
1.794860017521614566e+02,7.480312941258225878e-01
1.018922206829353172e+02,4.445241437293491193e-01
2.276825586499255678e+02,8.661828798491606474e-01
1.733756364437286948e+02,1.382064808839167103e-01
1.563117310841368521e+02,6.862254407133506762e-01
1.406311997153591449e+02,6.405331594251156835e-01
1.096796383931625058e+02,5.216041342353248123e-01
1.161564519824023023e+02,5.535899614979041816e-01
1.535089182051018781e+02,6.783561993977127447e-01
1.424531749831274396e+02,6.460826801322102630e-01
1.749293548167571259e+02,7.362501440794316787e-01
1.541365443273797666e+02,1.902764177614350294e-01
1.314134868719408473e+02,2.593301057370966944e-01
1.530493606309753716e+02,6.770553831782029075e-01
1.022394711944900507e+02,4.150938579862656352e-01
1.061747740281565058e+02,3.713483224942558669e-01
1.429714860854684275e+02,2.227565488572968988e-01
1.576497348412920587e+02,1.804592116889748299e-01
1.018939117823463221e+02,4.257976854840621606e-01
1.191733827785958653e+02,5.663323715732030417e-01
1.586012390274116513e+02,6.925764167693448936e-01
1.986888395185433183e+02,7.962886734205509853e-01
2.306622291334524277e+02,8.732209283221423757e-01
1.027310267231165852e+02,4.644518842817734194e-01
1.020389806180978809e+02,4.203383992573465067e-01
1.114572328558543859e+02,3.391517047707293675e-01
1.852319705047523257e+02,7.626880533944947471e-01
2.116443458955881738e+02,8.278729359926046971e-01
1.660837318552106581e+02,7.129093402010360236e-01
1.671473021877016834e+02,1.546518274511400337e-01
1.239410560878217069e+02,5.848212159806506216e-01
2.214447119601017278e+02,8.513729059427028734e-01
1.571973956742806422e+02,1.817141261960539822e-01
2.344054978640361639e+02,8.820316131519617686e-01
1.044870843283478479e+02,3.853509794995918503e-01
1.351567002885091995e+02,6.233497346712482123e-01
1.513352530022895621e+02,1.982285650241562003e-01
2.289086889364921262e+02,8.690817547308655744e-01
1.344119589230625991e+02,6.209451417372926496e-01
2.205929721130635244e+02,8.493422479154589810e-01
2.113083942835708058e+02,8.270618442195272202e-01
